population,old oyster#,site,replicate/level,oyster#,species,valve,x,y,z,worms,blisters
Recent F,203,site 4,replicate 6,239,Ostrea lurida,l,2.2,4.6,0.6,1,0
Recent F,204,site 4,replicate 6,240,Ostrea lurida,l,3,3.8,1.1,1,0
Recent F,205,site 4,replicate 6,241,Ostrea lurida,l,3.3,4.5,1.2,0,0
Recent F,206,site 4,replicate 6,242,Ostrea lurida,l,3.7,4.6,0.8,0,0
Recent F,207,site 4,replicate 6,243,Ostrea lurida,l,2.2,3.6,0.5,0,0
Recent F,208,site 4,replicate 6,244,Ostrea lurida,l,3,4.1,0.5,0,0
Recent F,226,site 4,replicate 7,245,Ostrea lurida,l,3.2,4.1,1,0,0
Recent F,227,site 4,replicate 7,246,Ostrea lurida,l,2.8,3.5,0.7,0,0
Recent F,228,site 4,replicate 7,247,Ostrea lurida,l,2.5,3.8,0.6,0,0
Recent F,229,site 4,replicate 7,248,Ostrea lurida,l,3,4.3,0.8,0,0
Recent F,230,site 4,replicate 7,249,Ostrea lurida,l,1.6,2.4,0.5,0,0
Recent F,231,site 4,replicate 7,250,Ostrea lurida,l,,,,0,0
Recent F,232,site 4,replicate 7,251,Ostrea lurida,l,3.3,4.3,1,1,0
Recent F,233,site 4,replicate 7,252,Ostrea lurida,l,2.4,3.3,1.2,1,0
Recent F,234,site 4,replicate 7,253,Ostrea lurida,l,3.4,4.3,1,1,0
Recent F,235,site 4,replicate 7,254,Ostrea lurida,l,2.6,3.8,1,1,0
Recent F,236,site 4,replicate 7,255,Ostrea lurida,l,3.2,4.7,0.8,1,0
Recent F,237,site 4,replicate 7,256,Ostrea lurida,l,2.8,4,0.6,1,0
Recent F,238,site 4,replicate 7,257,Ostrea lurida,l,2.4,3.3,0.6,1,0
Recent F,239,site 4,replicate 7,258,Ostrea lurida,l,3.5,4.3,0.9,1,0
Recent F,240,site 4,replicate 7,259,Ostrea lurida,l,2.5,4.6,1.1,1,1
Recent F,241,site 4,replicate 7,260,Ostrea lurida,l,2.5,2.8,1,1,0
Recent F,262,site 4,replicate 8,261,Ostrea lurida,l,2.9,3.8,0.8,1,0
Recent F,263,site 4,replicate 8,262,Ostrea lurida,l,3.2,4.5,1,1,0
Recent F,264,site 4,replicate 8,263,Ostrea lurida,l,2.8,3.5,0.8,1,0
Recent F,265,site 4,replicate 8,264,Ostrea lurida,l,2.6,3.6,0.7,1,0
Recent F,266,site 4,replicate 8,265,Ostrea lurida,l,2.7,3.5,1.3,1,1
Recent F,267,site 4,replicate 8,266,Ostrea lurida,l,2.5,3.6,0.6,1,0
Recent F,268,site 4,replicate 8,267,Ostrea lurida,l,2.5,3.3,1,1,0
Recent F,269,site 4,replicate 8,268,Ostrea lurida,l,2.7,3.8,1.2,1,0
Recent F,287,site 4,replicate 10,269,Ostrea lurida,l,3.1,4.5,1,0,0
Recent F,288,site 4,replicate 10,270,Ostrea lurida,l,3.3,4.5,0.9,0,0
Recent F,289,site 4,replicate 10,271,Ostrea lurida,l,2.9,3.1,0.6,0,0
Recent F,290,site 4,replicate 10,272,Ostrea lurida,l,3,4.6,1,0,0
Recent F,291,site 4,replicate 10,273,Ostrea lurida,l,2.9,4.3,0.6,0,0
Recent F,292,site 4,replicate 10,274,Ostrea lurida,l,2.8,4.6,1.1,0,0
Recent F,293,site 4,replicate 10,275,Ostrea lurida,l,2.9,3.6,0.9,0,0
Recent F,294,site 4,replicate 10,276,Ostrea lurida,l,3.1,5,1,0,0
Recent F,295,site 4,replicate 10,277,Ostrea lurida,l,3.6,4.7,1.2,0,0
Recent F,296,site 4,replicate 10,278,Ostrea lurida,l,3.2,4.2,0.5,0,0
Recent F,297,site 4,replicate 10,279,Ostrea lurida,l,3.2,4.5,0.8,1,0
Recent F,298,site 4,replicate 10,280,Ostrea lurida,l,2.8,4,1.2,0,0
Recent F,299,site 4,replicate 10,281,Ostrea lurida,l,2.9,4.2,0.8,1,0
Recent F,300,site 4,replicate 10,282,Ostrea lurida,l,2.9,4.2,0.9,1,0
Recent F,301,site 4,replicate 10,283,Ostrea lurida,l,3.5,4.1,0.9,1,0
Recent F,302,site 4,replicate 10,284,Ostrea lurida,l,2.8,5,1,1,0
Recent F,303,site 4,replicate 10,285,Ostrea lurida,l,2.8,4.1,1.2,0,0
Recent F,304,site 4,replicate 10,286,Ostrea lurida,l,3.1,4.6,0.8,1,0
Modern,m1,site 1,replicate 1,1,Ostrea lurida,r,2.5,2.9,0.4,0,0
Modern,m2,site 1,replicate 1,2,Ostrea lurida,r,2.4,3,0.3,1,0
Modern,m3,site 1,replicate 1,3,Ostrea lurida,r,2.4,3.1,3,1,0
Modern,m4,site 1,replicate 1,4,Ostrea lurida,r,2.6,3.6,0.3,1,0
Modern,m5,site 1,replicate 1,5,Ostrea lurida,r,2.1,3.1,0.2,1,0
Modern,m6,site 1,replicate 1,6,Ostrea lurida,r,2.2,3.1,0.2,0,0
Modern,m7,site 1,replicate 1,7,Ostrea lurida,r,1.9,2.8,0.3,1,0
Modern,m8,site 1,replicate 1,8,Ostrea lurida,r,2.5,3.6,0.2,0,0
Modern,m9,site 1,replicate 1,9,Ostrea lurida,r,2.5,3.5,0.4,1,0
Modern,m10,site 1,replicate 1,10,Ostrea lurida,l,2.2,3.5,0.4,0,0
Modern,m11,site 1,replicate 1,11,Ostrea lurida,r,3.2,2.9,0.3,1,0
Modern,m12,site 1,replicate 1,12,Ostrea lurida,r,2.4,3,0.3,1,0
Modern,m13,site 1,replicate 1,13,Ostrea lurida,r,2.3,3.1,0.6,1,0
Modern,m14,site 1,replicate 1,14,Ostrea lurida,r,2.9,3.5,0.3,1,0
Modern,m15,site 1,replicate 1,15,Ostrea lurida,r,2.4,2.8,0.4,0,0
Modern,m16,site 1,replicate 1,16,Ostrea lurida,r,2.1,3,0.3,1,0
Modern,m17,site 1,replicate 1,17,Ostrea lurida,r,2.7,3.4,0.2,1,0
Modern,m18,site 1,replicate 1,18,Ostrea lurida,r,2.5,2.8,0.4,1,0
Modern,m19,site 1,replicate 1,19,Ostrea lurida,r,2.3,3.1,0.4,1,0
Modern,m20,site 1,replicate 1,20,Ostrea lurida,r,1.5,1.6,0.2,0,0
Modern,m21,site 1,replicate 1,21,Ostrea lurida,r,2.1,3.1,0.2,1,0
Modern,m22,site 1,replicate 1,22,Ostrea lurida,r,2.3,2.8,0.5,0,0
Modern,m23,site 1,replicate 1,23,Ostrea lurida,r,2.4,2.9,0.2,1,0
Modern,m24,site 1,replicate 1,24,Ostrea lurida,r,3,3.5,0.5,0,0
Modern,m25,site 1,replicate 1,25,Ostrea lurida,r,2,2.8,0.5,0,0
Modern,m26,site 1,replicate 1,26,Ostrea lurida,r,1.5,2.4,0.2,0,0
Modern,m27,site 1,replicate 1,27,Ostrea lurida,r,2.5,3.1,0.4,1,0
Modern,m28,site 1,replicate 1,28,Ostrea lurida,r,2.1,2.8,0.5,0,0
Modern,m29,site 1,replicate 1,29,Ostrea lurida,r,2,2.5,0.3,1,0
Modern,m30,site 1,replicate 1,30,Ostrea lurida,r,1.6,2.8,0.3,1,0
Modern,m31,site 1,replicate 1,31,Ostrea lurida,r,2.8,3,0.2,1,0
Modern,m32,site 1,replicate 1,32,Ostrea lurida,r,3.2,3.9,0.5,1,0
Modern,m33,site 1,replicate 1,33,Ostrea lurida,r,2.5,3.2,0.2,1,0
Modern,m34,site 1,replicate 1,34,Ostrea lurida,r,3,2.8,0.7,1,0
Modern,m35,site 1,replicate 1,35,Ostrea lurida,r,2.6,3,0.5,1,0
Modern,m36,site 1,replicate 1,36,Ostrea lurida,r,2.5,3.3,0.4,0,0
Modern,m37,site 1,replicate 1,37,Ostrea lurida,r,2.1,2.6,0.1,0,0
Modern,m38,site 1,replicate 1,38,Ostrea lurida,r,3.1,4.1,0.3,1,0
Modern,m39,site 1,replicate 1,39,Ostrea lurida,r,1.9,2.5,0.3,1,0
Modern,m40,site 1,replicate 1,40,Ostrea lurida,r,2.2,3.3,0.5,0,0
Modern,m41,site 1,replicate 1,41,Ostrea lurida,r,1.3,2,0.2,0,0
Modern,m42,site 1,replicate 1,42,Ostrea lurida,r,2.5,3.6,0.6,1,0
Modern,m43,site 1,replicate 1,43,Ostrea lurida,r,2.1,2.3,0.3,1,0
Modern,m44,site 1,replicate 1,44,Ostrea lurida,r,2,2.5,0.4,1,0
Modern,m45,site 1,replicate 1,45,Ostrea lurida,r,2,2.5,0.2,1,0
Modern,m46,site 1,replicate 1,46,Ostrea lurida,r,2.2,3,0.3,1,0
Modern,m47,site 1,replicate 1,47,Ostrea lurida,r,2.2,2.6,0.2,1,0
Modern,m48,site 1,replicate 1,48,Ostrea lurida,r,2,2.9,0.2,1,0
Modern,m49,site 1,replicate 1,49,Ostrea lurida,r,2.1,3.1,0.2,1,0
Modern,m50,site 1,replicate 1,50,Ostrea lurida,r,2.5,3.4,0.3,1,0
Modern,m51,site 1,replicate 1,51,Ostrea lurida,r,2.1,2.3,0.3,0,0
Modern,m52,site 1,replicate 1,52,Ostrea lurida,r,2.3,2.8,0.3,1,0
Modern,m53,site 1,replicate 1,53,Ostrea lurida,r,2.5,1.9,0.2,1,0
Modern,m54,site 1,replicate 1,54,Ostrea lurida,r,2.1,2.7,0.3,1,0
Modern,m55,site 1,replicate 1,55,Ostrea lurida,r,2.3,2.5,0.2,1,0
Modern,m56,site 1,replicate 1,56,Ostrea lurida,r,2.1,2.8,0.2,0,0
Modern,m57,site 1,replicate 1,57,Ostrea lurida,r,1.7,2.7,0.3,0,0
Modern,m58,site 1,replicate 1,58,Ostrea lurida,r,1.8,2.9,0.4,1,0
Modern,m59,site 1,replicate 1,59,Ostrea lurida,r,2.2,3.4,0.2,1,0
Modern,m60,site 1,replicate 1,60,Ostrea lurida,r,2.3,2.8,0.3,1,0
Modern,m61,site 1,replicate 1,61,Ostrea lurida,r,2.2,2.4,0.2,1,0
Modern,m62,site 1,replicate 1,62,Ostrea lurida,r,2.4,3.3,0.3,1,0
Modern,m63,site 1,replicate 1,63,Ostrea lurida,r,1.8,2.1,0.2,0,0
Modern,m64,site 1,replicate 1,64,Ostrea lurida,r,3,2,0.3,1,0
Modern,m65,site 1,replicate 1,65,Ostrea lurida,r,2.7,2,0.3,0,0
Modern,m66,site 1,replicate 1,66,Ostrea lurida,r,2.1,2.7,0.3,0,0
Modern,m67,site 1,replicate 1,67,Ostrea lurida,r,2.4,2.4,0.6,1,0
Modern,m68,site 1,replicate 1,68,Ostrea lurida,r,2,1.7,0.2,0,0
Modern,m69,site 1,replicate 1,69,Ostrea lurida,r,2.6,2.7,0.3,1,0
Modern,m70,site 1,replicate 1,70,Ostrea lurida,r,2.2,2.3,0.3,1,0
Modern,m71,site 1,replicate 1,71,Ostrea lurida,r,2.2,1.9,0.3,1,0
Modern,m72,site 1,replicate 1,72,Ostrea lurida,r,2.8,2.1,0.2,1,0
Modern,m73,site 1,replicate 1,73,Ostrea lurida,r,2.6,1.6,0.2,1,0
Modern,m74,site 1,replicate 1,74,Ostrea lurida,r,3,2.1,0.3,1,0
Modern,m75,site 1,replicate 1,75,Ostrea lurida,r,3,1.7,0.2,0,0
Modern,m76,site 1,replicate 1,76,Ostrea lurida,r,1.7,2.1,0.4,0,0
Modern,m77,site 1,replicate 1,77,Ostrea lurida,r,2.3,2.1,0.3,0,0
Modern,m78,site 1,replicate 1,78,Ostrea lurida,r,2.2,1.8,0.2,0,0
Modern,m79,site 1,replicate 1,79,Ostrea lurida,r,2.4,2.1,0.3,1,0
Modern,m80,site 1,replicate 1,80,Ostrea lurida,r,1.7,1.2,0.2,0,0
Modern,m81,site 1,replicate 1,81,Ostrea lurida,r,2.1,1.5,0.1,0,0
Modern,m82,site 1,replicate 1,82,Ostrea lurida,r,2.3,1.4,0.2,0,0
Modern,m83,site 1,replicate 1,83,Ostrea lurida,l,3.5,2.2,0.2,0,0
Modern,m84,site 1,replicate 1,84,Ostrea lurida,l,3,2.1,0.3,0,0
Modern,m85,site 1,replicate 1,85,Ostrea lurida,l,2.6,2.8,0.3,0,0
Modern,m86,site 1,replicate 1,86,Ostrea lurida,l,3.5,2.1,0.2,0,0
Modern,m87,site 1,replicate 1,87,Ostrea lurida,l,2.1,3.2,0.2,1,0
Modern,m88,site 1,replicate 1,88,Ostrea lurida,l,2.6,2.2,0.1,0,0
Modern,m89,site 1,replicate 1,89,Ostrea lurida,l,2.6,1.6,0.3,0,0
Modern,m90,site 1,replicate 1,90,Ostrea lurida,l,2.8,1.5,0.3,1,0
Modern,m91,site 1,replicate 1,91,Ostrea lurida,l,3.1,2.6,0.4,1,0
Modern,m92,site 1,replicate 1,92,Ostrea lurida,l,2.7,1.6,0.3,1,0
Modern,m93,site 1,replicate 1,93,Ostrea lurida,l,2.1,1.2,0.2,1,0
Modern,m94,site 1,replicate 1,94,Ostrea lurida,l,2.1,1.4,0.2,0,0
Modern,m95,site 1,replicate 1,95,Ostrea lurida,l,2.1,1.8,0.4,1,0
Modern,m96,site 1,replicate 1,96,Ostrea lurida,l,2.6,2,0.2,1,0
Modern,m97,site 1,replicate 1,97,Ostrea lurida,l,2.8,2.2,0.3,1,0
Modern,m98,site 1,replicate 1,98,Ostrea lurida,l,2,1.5,0.4,0,0
Modern,m99,site 1,replicate 1,99,Ostrea lurida,l,2.4,1.8,0.2,0,0
Archeo,A1,site 1,level 1,1,Ostrea lurida,r,3.5,4,0.2,0,0
Archeo,A2,site 1,level 1,2,Ostrea lurida,r,3.2,4.7,0.3,1,0
Archeo,A3,site 1,level 1,3,Ostrea lurida,r,3.4,4.5,0.5,0,0
Archeo,A4,site 1,level 1,4,Ostrea lurida,l,2.7,3.6,0.7,1,0
Archeo,A5,site 1,level 1,5,Ostrea lurida,l,2.9,3.9,1.3,1,0
Archeo,A6,site 1,level 1,6,Ostrea lurida,r,3.2,4,0.2,1,0
Archeo,A7,site 1,level 1,7,Ostrea lurida,l,2.8,4.2,0.6,0,0
Archeo,A8,site 1,level 1,8,Ostrea lurida,r,2.7,4.2,1,0,0
Archeo,A9,site 1,level 1,9,Ostrea lurida,r,2.1,3.3,0.6,0,0
Archeo,A10,site 1,level 1,10,Ostrea lurida,r,2.5,3.9,0.2,0,0
Archeo,A11,site 1,level 1,11,Ostrea lurida,r,2,3.2,0.4,0,0
Archeo,A12,site 1,level 1,12,Ostrea lurida,r,3.4,3.2,0.6,1,0
Archeo,A13,site 1,level 1,13,Ostrea lurida,r,1.9,3.3,0.5,0,0
Archeo,A14,site 1,level 1,14,Ostrea lurida,r,2.2,3.1,0.6,0,0
Archeo,A15,site 1,level 1,15,Ostrea lurida,l,1.5,2.2,0.4,0,0
Archeo,A16,site 1,level 1,16,Ostrea lurida,l,1.5,3.7,0.4,0,0
Archeo,A17,site 1,level 1,17,Ostrea lurida,l,2.2,3,0.5,1,0
Archeo,A18,site 1,level 1,18,Ostrea lurida,l,2,3.5,0.6,1,0
Archeo,A19,site 1,level 1,19,Ostrea lurida,l,2,3.4,0.5,0,0
Archeo,A20,site 1,level 1,20,Ostrea lurida,l,1.4,2,0.5,0,0
Archeo,A21,site 1,level 1,21,Ostrea lurida,l,1.6,3.1,0.7,0,0
Archeo,A22,site 1,level 1,22,Ostrea lurida,l,2.1,3.3,1.3,1,0
Archeo,A23,site 1,level 1,23,Ostrea lurida,l,1.5,3.1,0.5,0,0
Archeo,A24,site 1,level 1,24,Ostrea lurida,l,2.1,2.6,0.3,0,0
Archeo,A25,site 1,level 1,25,Ostrea lurida,l,1.9,4.3,0.6,0,0
Archeo,A26,site 1,level 1,26,Ostrea lurida,l,1.7,3.4,0.6,0,0
Archeo,A27,site 1,level 1,27,Ostrea lurida,l,2.3,3.3,0.6,0,0
Archeo,A28,site 1,level 1,28,Ostrea lurida,l,2.9,3.5,0.4,1,0
Archeo,A29,site 1,level 1,29,Ostrea lurida,l,2.7,2.1,0.5,1,0
Archeo,A30,site 1,level 1,30,Ostrea lurida,r,1.2,3.2,0.5,1,0
Archeo,A1,site 2,level 1,31,Ostrea lurida,l,3.3,5.3,1,0,0
Archeo,A2,site 2,level 1,32,Ostrea lurida,l,3.3,3.7,1.1,1,0
Archeo,A3,site 2,level 1,33,Ostrea lurida,r,3.2,4,0.7,1,0
Archeo,A4,site 2,level 1,34,Ostrea lurida,l,2.4,3.5,0.8,0,0
Archeo,A5,site 2,level 1,35,Ostrea lurida,l,2.8,3.2,0.7,1,0
Archeo,A6,site 2,level 1,36,Ostrea lurida,r,3,3.6,0.4,0,0
Archeo,A7,site 2,level 1,37,Ostrea lurida,r,3,4.7,0.5,0,0
Archeo,A8,site 2,level 1,38,Ostrea lurida,r,3.3,2.3,0.6,0,0
Archeo,A9,site 2,level 1,39,Ostrea lurida,r,3,4.1,0.3,0,0
Archeo,A10,site 2,level 1,40,Ostrea lurida,l,2.7,3.7,1.1,1,0
Archeo,A11,site 2,level 1,41,Ostrea lurida,r,3,4.2,0.4,0,0
Archeo,A12,site 2,level 1,42,Ostrea lurida,r,2.3,3,0.7,0,0
Archeo,A13,site 2,level 1,43,Ostrea lurida,r,3.3,4.2,0.7,1,0
Archeo,A14,site 2,level 1,44,Ostrea lurida,r,3.6,4.3,0.5,1,0
Archeo,A15,site 2,level 1,45,Ostrea lurida,l,2.9,3.7,0.5,0,0
Archeo,A16,site 2,level 1,46,Ostrea lurida,r,3.6,4.1,0.5,1,0
Archeo,A17,site 2,level 1,47,Ostrea lurida,l,2.6,4.2,1.5,0,0
Archeo,A18,site 2,level 1,48,Ostrea lurida,r,3.2,3.7,0.5,0,0
Archeo,A19,site 2,level 1,49,Ostrea lurida,r,2.6,4,0.6,1,0
Archeo,A20,site 2,level 1,50,Ostrea lurida,r,2.6,3.6,0.6,1,0
Archeo,A21,site 2,level 1,51,Ostrea lurida,l,1.7,1.9,0.4,0,0
Archeo,A22,site 2,level 1,52,Ostrea lurida,l,2.6,2.4,0.7,1,0
Archeo,A23,site 2,level 1,53,Ostrea lurida,l,2,3.5,0.5,0,0
Archeo,A24,site 2,level 1,54,Ostrea lurida,l,3.6,4.3,1.2,1,0
Archeo,A25,site 2,level 1,55,Ostrea lurida,l,2.3,3.1,0.6,0,0
Archeo,A26,site 2,level 1,56,Ostrea lurida,r,3.5,4.9,0.3,1,0
Archeo,A27,site 2,level 1,57,Ostrea lurida,l,3.2,4.3,0.7,1,0
Archeo,A28,site 2,level 1,58,Ostrea lurida,l,2.2,3.6,0.6,0,0
Archeo,A29,site 2,level 1,59,Ostrea lurida,r,2.5,3,0.3,1,0
Archeo,A30,site 2,level 1,60,Ostrea lurida,r,2.4,3,0.3,0,0
Archeo,A31,site 2,level 1,61,Ostrea lurida,l,2,1.7,0.9,0,0
Archeo,A32,site 2,level 1,62,Ostrea lurida,l,2.9,4,0.7,1,0
Archeo,A33,site 2,level 1,63,Ostrea lurida,r,1.4,3.4,0.3,0,0
Archeo,A34,site 2,level 1,64,Ostrea lurida,l,2.6,3.1,0.5,1,0
Archeo,A35,site 2,level 1,65,Ostrea lurida,r,2.7,2.9,0.3,1,0
Archeo,A36,site 2,level 1,66,Ostrea lurida,l,1.9,2.8,0.5,1,0
Archeo,A37,site 2,level 1,67,Ostrea lurida,l,2.6,4.1,0.8,1,0
Archeo,A38,site 2,level 1,68,Ostrea lurida,l,2,3.1,1,1,0
Archeo,A39,site 2,level 1,69,Ostrea lurida,l,4,4.4,0.1,0,0
Archeo,A40,site 2,level 1,70,Ostrea lurida,r,3,3.4,0.5,1,0
Archeo,A41,site 2,level 1,71,Ostrea lurida,l,2.6,3.6,0.5,1,0
Archeo,A42,site 2,level 1,72,Ostrea lurida,l,3.1,4.2,1,1,0
Archeo,A43,site 2,level 1,73,Ostrea lurida,r,3.3,3.6,0.6,1,0
Archeo,A44,site 2,level 1,74,Ostrea lurida,r,3.6,3.9,0.3,1,0
Archeo,A45,site 2,level 1,75,Ostrea lurida,l,3,4.3,0.3,0,0
Archeo,A46,site 2,level 1,76,Ostrea lurida,l,2.6,3.6,0.6,1,0
Archeo,A47,site 2,level 1,77,Ostrea lurida,l,2.8,3.8,0.6,1,0
Archeo,A48,site 2,level 1,78,Ostrea lurida,l,2.8,3.7,0.9,1,0
Archeo,A49,site 2,level 1,79,Ostrea lurida,l,2.8,4.3,1.2,1,0
Archeo,A50,site 2,level 1,80,Ostrea lurida,l,1.9,3.9,0.5,0,0
Archeo,A51,site 2,level 1,81,Ostrea lurida,l,3,4,0.9,1,0
Archeo,A52,site 2,level 1,82,Ostrea lurida,l,3.1,3.9,0.9,1,0
Archeo,A53,site 2,level 1,83,Ostrea lurida,l,2.2,2.6,0.5,1,0
Archeo,A54,site 2,level 1,84,Ostrea lurida,l,2.8,3.4,1.1,1,0
Archeo,A55,site 2,level 1,85,Ostrea lurida,l,2.6,4,0.8,1,0
Archeo,A56,site 2,level 1,86,Ostrea lurida,l,2.8,1.7,1,1,0
Archeo,A1,site 3,level 1,87,Ostrea lurida,l,2.4,3.2,0.4,1,0
Archeo,A2,site 3,level 1,88,Ostrea lurida,r,2.8,3.6,0.4,0,0
Archeo,A3,site 3,level 1,89,Ostrea lurida,r,2.6,3.6,0.6,1,0
Archeo,A4,site 3,level 1,90,Ostrea lurida,r,2.7,4,0.4,1,0
Archeo,A5,site 3,level 1,91,Ostrea lurida,l,2.6,4.1,0.7,1,0
Archeo,A6,site 3,level 1,92,Ostrea lurida,l,3.1,3.2,0.6,1,0
Archeo,A7,site 3,level 1,93,Ostrea lurida,r,2.7,3.6,0.5,1,0
Archeo,A8,site 3,level 1,94,Ostrea lurida,l,3,4,0.7,1,0
Archeo,A9,site 3,level 1,95,Ostrea lurida,l,2.7,3.5,0.7,0,0
Archeo,A10,site 3,level 1,96,Ostrea lurida,l,3.2,3.2,0.6,1,0
Archeo,A11,site 3,level 1,97,Ostrea lurida,r,3.2,3.8,0.4,1,0
Archeo,A1,site 4,level 2,98,Ostrea lurida,r,2.2,3.4,0.7,1,0
Archeo,A2,site 4,level 3,99,Ostrea lurida,r,2,4.2,0.6,1,0
Fossil,NA,site 1,replicate 1,1,Ostrea lurida,l,NA,4.6,NA,0,0
Fossil,NA,site 1,replicate 1,2,Ostrea lurida,l,NA,4.4,NA,0,0
Fossil,NA,site 1,replicate 1,3,Ostrea lurida,r,NA,1.8,NA,0,0
Fossil,NA,site 1,replicate 1,4,Ostrea lurida,r,NA,4.9,NA,0,0
Fossil,NA,site 1,replicate 1,5,Ostrea lurida,l,NA,4,NA,0,0
